p,failure_rate,best_p,best_p_error,best_number_of_series,best_p_step,best_q_step,best_span,latest_p,latest_p_error,latest_number_of_series,latest_p_step,latest_q_step,latest_span,candidates
0.73,0.4,0.5,0.0,200.0,2.0,2.0,3.0,0.5,0.0,200.0,2.0,2.0,3.0, [-0.060000 1表 1裏 1目 1～2局 1試] [-0.050000 1表 1裏 2目 2～5局 200試] [-0.045000 1表 2裏 2目 1～5局 200試] [-0.005000 2表 2裏 2目 1～2局 200試] [0.000000 2表 2裏 3目 2～5局 200試]
0.74,0.4,0.5,0.0,200.0,1.0,1.0,2.0,0.5,0.0,200.0,1.0,1.0,2.0, [0.015000 1表 1裏 1目 1～2局 1試] [0.000000 1表 1裏 2目 2～5局 200試]
0.75,0.4,0.5,0.0,200.0,2.0,3.0,3.0,0.5,0.0,200.0,2.0,3.0,3.0, [0.055000 1表 1裏 1目 1～2局 1試] [-0.030000 1表 1裏 2目 2～5局 200試] [-0.015000 1表 2裏 2目 1～5局 200試] [0.010000 1表 1裏 3目 3～9局 200試] [0.000000 2表 3裏 3目 1～5局 200試]
0.76,0.4,0.5,0.0,200.0,1.0,1.0,1.0,0.5,0.0,200.0,1.0,1.0,1.0, [0.000000 1表 1裏 1目 1～2局 1試]
0.77,0.4,0.5,0.0,200.0,1.0,1.0,2.0,0.5,0.0,200.0,1.0,1.0,2.0, [0.025000 1表 1裏 1目 1～2局 1試] [0.000000 1表 1裏 2目 2～5局 200試]
0.78,0.4,0.5,0.0,200.0,2.0,4.0,6.0,0.5,0.0,200.0,2.0,4.0,6.0, [0.045000 1表 1裏 1目 1～2局 1試] [0.015000 1表 1裏 2目 2～5局 200試] [-0.010000 1表 1裏 3目 3～9局 200試] [0.005000 2表 2裏 4目 2～5局 200試] [0.000000 2表 4裏 6目 2～9局 200試]
0.79,0.4,0.5,0.0,200.0,2.0,2.0,4.0,0.5,0.0,200.0,2.0,2.0,4.0, [0.075000 1表 1裏 1目 1～2局 1試] [0.025000 1表 1裏 2目 2～5局 200試] [-0.005000 2表 2裏 2目 1～2局 200試] [0.000000 2表 2裏 4目 2～5局 200試]
0.8,0.4,0.5,0.0,200.0,1.0,2.0,6.0,0.5,0.0,200.0,1.0,2.0,6.0, [0.020000 1表 1裏 1目 1～2局 1試] [-0.005000 1表 1裏 2目 2～5局 200試] [0.000000 1表 2裏 6目 4～19局 200試]
0.81,0.4,0.5,0.0,200.0,3.0,3.0,5.0,0.5,0.0,200.0,3.0,3.0,5.0, [0.030000 1表 1裏 1目 1～2局 1試] [0.005000 1表 1裏 2目 2～5局 200試] [0.000000 3表 3裏 5目 2～5局 200試]
0.82,0.4,0.5,0.0,200.0,1.0,1.0,2.0,0.5,0.0,200.0,1.0,1.0,2.0, [-0.040000 1表 1裏 1目 1～2局 1試] [0.000000 1表 1裏 2目 2～5局 200試]
0.83,0.4,0.5,0.0,200.0,1.0,1.0,2.0,0.5,0.0,200.0,1.0,1.0,2.0, [0.035000 1表 1裏 1目 1～2局 1試] [0.000000 1表 1裏 2目 2～5局 200試]
0.84,0.4,0.5,0.0,200.0,1.0,3.0,3.0,0.5,0.0,200.0,1.0,3.0,3.0, [0.050000 1表 1裏 1目 1～2局 1試] [0.015000 1表 2裏 2目 1～5局 200試] [0.000000 1表 3裏 3目 1～9局 200試]
0.85,0.4,0.5,0.0,200.0,1.0,3.0,4.0,0.5,0.0,200.0,1.0,3.0,4.0, [0.045000 1表 1裏 1目 1～2局 1試] [0.015000 1表 2裏 2目 1～5局 200試] [0.010000 1表 2裏 3目 2～9局 200試] [0.000000 1表 3裏 4目 2～12局 200試]
0.86,0.4,0.5,0.0,200.0,1.0,2.0,3.0,0.5,0.0,200.0,1.0,2.0,3.0, [0.050000 1表 1裏 1目 1～2局 1試] [0.035000 1表 2裏 2目 1～5局 200試] [0.010000 1表 1裏 3目 3～9局 200試] [0.000000 1表 2裏 3目 2～9局 200試]
0.87,0.4,0.5,0.0,200.0,1.0,3.0,5.0,0.5,0.0,200.0,1.0,3.0,5.0, [0.050000 1表 1裏 1目 1～2局 1試] [0.020000 1表 2裏 2目 1～5局 200試] [-0.005000 2表 2裏 3目 2～5局 200試] [0.000000 1表 3裏 5目 3～15局 200試]
0.88,0.4,0.5,0.0,200.0,1.0,1.0,6.0,0.5,0.0,200.0,1.0,1.0,6.0, [0.100000 1表 1裏 1目 1～2局 1試] [0.075000 1表 1裏 2目 2～5局 200試] [0.005000 1表 2裏 2目 1～5局 200試] [0.000000 1表 1裏 6目 6～19局 200試]
0.89,0.4,0.5,0.0,200.0,3.0,3.0,5.0,0.5,0.0,200.0,3.0,3.0,5.0, [0.020000 1表 1裏 1目 1～2局 1試] [-0.010000 1表 1裏 4目 4～12局 200試] [0.000000 3表 3裏 5目 2～5局 200試]
0.9,0.4,0.5,0.0,200.0,2.0,2.0,4.0,0.5,0.0,200.0,2.0,2.0,4.0, [0.010000 1表 1裏 1目 1～2局 1試] [0.000000 2表 2裏 4目 2～5局 200試]
0.91,0.4,0.5,0.0,200.0,1.0,1.0,2.0,0.5,0.0,200.0,1.0,1.0,2.0, [0.125000 1表 1裏 1目 1～2局 1試] [0.000000 1表 1裏 2目 2～5局 200試]
0.92,0.4,0.5,0.0,200.0,1.0,1.0,3.0,0.5,0.0,200.0,1.0,1.0,3.0, [0.100000 1表 1裏 1目 1～2局 1試] [0.015000 1表 1裏 2目 2～5局 200試] [0.000000 1表 1裏 3目 3～9局 200試]
0.93,0.4,0.5,0.0,200.0,2.0,4.0,4.0,0.5,0.0,200.0,2.0,4.0,4.0, [0.065000 1表 1裏 1目 1～2局 1試] [0.040000 1表 1裏 2目 2～5局 200試] [-0.010000 1表 1裏 3目 3～9局 200試] [-0.005000 1表 3裏 4目 2～12局 200試] [0.000000 2表 4裏 4目 1～5局 200試]
0.94,0.4,0.5,0.0,200.0,1.0,3.0,4.0,0.5,0.0,200.0,1.0,3.0,4.0, [0.095000 1表 1裏 1目 1～2局 1試] [0.010000 1表 1裏 2目 2～5局 200試] [-0.005000 1表 1裏 4目 4～12局 200試] [0.000000 1表 3裏 4目 2～12局 200試]
0.95,0.4,0.5,0.0,200.0,1.0,5.0,5.0,0.5,0.0,200.0,1.0,5.0,5.0, [0.050000 1表 1裏 1目 1～2局 1試] [0.010000 1表 1裏 3目 3～9局 200試] [0.005000 1表 3裏 4目 2～12局 200試] [0.000000 1表 5裏 5目 1～15局 200試]
0.96,0.4,0.5,0.0,200.0,1.0,2.0,2.0,0.5,0.0,200.0,1.0,2.0,2.0, [0.095000 1表 1裏 1目 1～2局 1試] [0.000000 1表 2裏 2目 1～5局 200試]
0.97,0.4,0.5,0.0,200.0,1.0,1.0,8.0,0.5,0.0,200.0,1.0,1.0,8.0, [0.090000 1表 1裏 1目 1～2局 1試] [0.075000 1表 1裏 2目 2～5局 200試] [0.065000 1表 2裏 2目 1～5局 200試] [-0.030000 1表 3裏 3目 1～9局 200試] [0.015000 1表 1裏 4目 4～12局 200試] [0.005000 1表 5裏 5目 1～15局 200試] [0.000000 1表 1裏 8目 8～25局 200試]
0.98,0.4,0.5,0.0,200.0,2.0,3.0,8.0,0.5,0.0,200.0,2.0,3.0,8.0, [0.075000 1表 1裏 1目 1～2局 1試] [0.065000 1表 2裏 2目 1～5局 200試] [0.020000 2表 2裏 2目 1～2局 200試] [0.015000 1表 3裏 3目 1～9局 200試] [0.010000 1表 1裏 4目 4～12局 200試] [-0.005000 1表 2裏 4目 3～12局 200試] [0.000000 2表 3裏 8目 3～12局 200試]
0.99,0.4,0.5,0.0,200.0,1.0,1.0,4.0,0.5,0.0,200.0,1.0,1.0,4.0, [0.040000 1表 1裏 1目 1～2局 1試] [0.030000 1表 1裏 3目 3～9局 200試] [0.025000 2表 3裏 3目 1～5局 200試] [0.000000 1表 1裏 4目 4～12局 200試]
